Agent Name,Latitude,longitude
Hasan Telecom,23.78051,91.12733
MUNSI ENTERPRISE,23.88793,90.97105
Abir Library And Khelaghor,23.98969,91.03425
Mustofa Show Store,23.98857,91.02467
Jabed Store,24.03716,91.00752
Safa Telecom,24.09428,91.12046
FAHIMA TELECOM,23.77919,90.80641
NILOY PHONE,23.88793,90.97105
ABISA TELECOM,23.97318,91.10097
Jakir Enterprise,23.98857,91.02467
RATUL CONFECTIONARY,23.77919,90.80641
M/S Joynal Traders,23.88793,90.97105
Rabia Center,23.88881,90.9685
MAA STORE,23.75752,91.1412
Safa Digital Computer,23.88793,90.97105
Anik Telecom and Servicing Center,23.75752,91.1412
Ishita Telecom,23.97318,91.10097
Ma Babar Doa Sufar Store,24.08383,91.11894
Munsee Pharmacy,23.88881,90.9685
Sweety Telecom,24.0427,91.18656
Bhai Bhai Store,23.98969,91.03425
HALLO AMAN,23.98857,91.02467
Anowar Store,23.75752,91.1412
Mayer Doah Decorator,23.75752,91.1412
Computer And Mobile Center,24.23209,91.24231
Fayjur Telecom,23.98857,91.02467
M/S Arif Store,23.97318,91.10097
Nur General Store,23.83285,91.1805
RAHMAN VARIETIES STORE,23.88793,90.97105
Maimuna Fashion House,24.03127,91.00001
HIMU TELECOM,23.97318,91.10097
M/S Rouf Enterprise,23.75752,91.1412
Kazi Store,24.08383,91.11894
Rita Confectionary,23.88793,90.97105
Friends Telecom,23.98857,91.02467
Anik Varieties Store,23.88793,90.97105
Siam Sifat Gift Samogri Dokan,23.72927,90.77537
M/S ATIK TELECOM CENTRE,23.7006,90.77905
Khan Store And Confectionaray,23.75752,91.1412
Shaila Telecom,23.95716,91.11534
Ma Babar Doa Enterprise,24.08383,91.11894
Arafat Varieties Store,23.88793,90.97105
Jashim Confectionery,24.09428,91.12046
HELLO ARIF TELECOM,23.98857,91.02467
Alifa Cosmetics,23.78051,91.12733
Modina Confectionery,23.98857,91.02467
M/S Jonobondhu Enterprise,23.77919,90.80641
M/S Antora Traders,23.98857,91.02467
Mayer Doah Auto Parts,23.78051,91.12733
NUSRAT TELECOM,23.98857,91.02467
Manik Telecom,24.08383,91.11894
Kollan Enterprise,24.08383,91.11894
Fayez Store,24.03716,91.00752
M/S Jakariea Store,23.88793,90.97105
Nazma Pharmacy,23.88793,90.97105
AWAL COSMETICS O MOBILE JAGAT,23.88793,90.97105
Raihan Store,24.09428,91.12046
SIAM VARIETIES STORE,23.70171,90.77654
Sheikh Chishteeya Confectionary,23.88881,90.9685
M/S Vai Vai Telecom And Electronics,24.08383,91.11894
M/S MAJEDUL STORE,23.98857,91.02467
Karim Store,23.75752,91.1412
Sarker Varieties Store,23.77038,91.14395
M/S M K Traders,24.03127,91.00001
Sarker Departmental Store,25.37438,83.81999
Shofik Store,23.76878,91.11367
Sadia Telecom,23.77919,90.80641
Inas Telecom,24.03127,91.00001
SHILPI PHONE CENTER,23.77919,90.80641
M/S Mobarak Store,23.75752,91.1412
M/S Mejo Telecom,23.75752,91.1412
M/S Mayer Dhoa Store,24.08383,91.11894
NASIR TELECOM,23.80246,90.8628
M/S Shujon Medical Hall,23.75752,91.1412
Bhuiyan Medical Hall-2,24.03127,91.00001
M/S Doyal Pharmacy,24.04692,91.23487
Khadiza Enterprise,24.03716,91.00752
Arjon Telecom,23.88793,90.97105
Adda Store and Paper House,23.8287,91.19743
SOBURNA TELECOM,23.78521,90.99217
Khandakar Digital Studio,24.09428,91.12046
Maayer Doya Pharmacy,23.88793,90.97105
Mobile Garden,24.08383,91.11894
BHAI BHAI STORE,23.97318,91.10097
Bhai Bhai General Store,23.83285,91.1805
Jannat Photostat And Telecom,23.78051,91.12733
KAMAL TAILORS,24.03716,91.00752
Jomuna Medical Hall,24.03127,91.00001
Sumon Mobile Gailery,24.08383,91.11894
Vai Vai Telecom,23.83285,91.1805
MAA TELECOM CENTER,24.08383,91.11894
Dulal Shilpaloy,23.76878,91.11367
VHAI VHAI TELECOM,23.76878,91.11367
Mukti Electric And Mobile Center,23.77919,90.80641
PROTTASHA TELECOM,23.98857,91.02467
Kamal Store,23.75752,91.1412
BAIJID TELECOM,23.83285,91.1805
M/S Salman Varaities Store,24.17613,91.17424
S S Telecom,24.08383,91.11894
AL-AMIN ENTERPRISE,23.80246,90.8628
M/S JAMAL STORE,24.08383,91.11894
ABU BAKKAR SIDDIQUE STORE,23.88793,90.97105
Bhai Bhai General Store,23.98857,91.02467
Rouf Store,24.01406,91.03031
Bijoy Cosmetics,23.98857,91.02467
Student Develotament Computer Trading Center,24.08383,91.11894
Ismail Pharmacy,23.75752,91.1412
Farhad Telecom,24.08383,91.11894
Barnamala Library,23.88881,90.9685
Sejuthi Telecom Center And Mobile Servicing,24.08383,91.11894
Adil Confectionary Store,23.97318,91.10097
Naslollah Pharmacy,23.88881,90.9685
ALIYA PHARMACY,23.98857,91.02467
FAYSAL DIGITAL VIDEO CENTER,23.95716,91.11534
Al Modina Varieties Store,23.83285,91.1805
Mayer Doah Trading,19.823,85.82846
Sami Coffee House Store,23.95716,91.11534
Kamal Store,23.84656,91.15749
Mohon Polli Phone Center,23.98796,91.01853
Saiyef Telecom and Confectionary,23.75752,91.1412
ASHEK STORE,23.75752,91.1412
Mahiya Ghori O Chasma Bitan,23.78051,91.12733
Maa Babar Doah Dipatmental,23.99272,91.10999
SUJAY STORE,23.88793,90.97105
RIDOY TELECOM,24.08383,91.11894
MS Sathota Motsho Arot,23.78051,91.12733
Shahadat Store,23.88881,90.9685
Shihab Store,24.08383,91.11894
Khan Enterprise,24.03127,91.00001
M/S Ahad Telecom,23.88793,90.97105
Momin Cosmetics,23.97318,91.10097
Nusrat Medical Hall,23.75752,91.1412
Robel Store,23.75752,91.1412
Shamim Store,24.01406,91.03031
Lovely Store,23.78051,91.12733
M/S Kazi Enterprise,23.75752,91.1412
M/S Sifa Traders,23.88793,90.97105
Sauda Store,23.7402,90.78352
M/S Rohul Amin Store,23.75752,91.1412
Mamataj Computer,23.77919,90.80641
BASCHU HAIR CUTTING,23.88793,90.97105
VAI VAI GARMENTS,23.97013,91.26008
M/S JAMAL STORE,23.78051,91.12733
Vai Vai Enterprise,24.1816,91.17951
M J Cosmetics And Stationery,23.76738,90.92667
Shah Poran Thai And Glass House,24.09428,91.12046
B Baria Store,23.98857,91.02467
Ittyadi Electric,23.88793,90.97105
M/S Rk Traders,23.98857,91.02467
MAA MEDICAL HALL AND TELECOM CENTER,24.03716,91.00752
Maa Bosraloy,22.23038,86.74474
Awlad Telecom Center,24.03127,91.00001
Md Kibria Store,23.75752,91.1412
Alap Phone Center,23.75752,91.1412
AB MULLA TELECOM,23.77919,90.80641
Sujon Telecom,24.03127,91.00001
M/S Hoq Gift House,23.77369,90.79743
M/S Bhai Bhai Bosraloy,23.76878,91.11367
Samira Telecom,23.98857,91.02467
Bismillah Pharmacy,23.98857,91.02467
AMIR STORE,23.88793,90.97105
M/S MASTER MRDICINE AND MOBILE,23.77919,90.80641
MAYER DUYA TELECOM,24.07467,91.26278
Gobind Sorno Shilpaloy,24.08383,91.11894
Al Modina Pharmacy,23.95716,91.11534
Shohrap Telecom,23.88793,90.97105
Touhid Store,24.08383,91.11894
Mahin Cosmetics,23.97318,91.10097
M/S UPDATE POINT,23.88793,90.97105
Shahidul Store,23.75752,91.1412
Maisha Cloth And Varieties Store,23.98857,91.02467
ABIR TELECOM,23.97318,91.10097
Mostafa Telecom,23.78051,91.12733
Siam Pharmacy,23.75752,91.1412
AL AMIN STORE,23.98857,91.02467
Mohammad Ali Ator House,24.03127,91.00001
Badul Store,23.77919,90.80641
Raj Telecom,23.77786,90.79807
Alam Varieties Store,23.76738,90.92667
SHAKIL ENTERPRISE,23.77919,90.80641
SUMI DIGITAL STUDIO AND VIDEO GRAPHI,23.88881,90.9685
SOTATA TAILORS,23.77919,90.80641
Beauty Show Store,23.97318,91.10097
Bhuiyan Medical Hall,23.75752,91.1412
M/S Jannat Enterprise,23.76878,91.11367
Alamin Cloth Store,23.87314,91.21062
Maa Telecom Center,23.77919,90.80641
Khadiza Crockeries,24.08383,91.11894
Bhai Bhai Sound,23.88793,90.97105
M/S Ma Baba Pharmacy,24.08383,91.11894
Sumaiya Store,23.77038,91.14395
Bismillah Tailarm,23.97318,91.10097
Mehedi Varieties Store,22.23038,86.74474
Asma General Store,24.03127,91.00001
M/S Master Traders,23.77038,91.14395
MOLLA TELECOM AND MOLLA STORE,24.17613,91.17424
JAMAL STORE AND TELECOM,24.17613,91.17424
M G Telecom,24.03127,91.00001
Maa Telecom Center,23.77919,90.80641
Shakil Pharmacy,23.75752,91.1412
AHID TELECOM,23.77919,90.80641
M/S S R ENTERPRISE,23.88793,90.97105
Roudrow Telecom,23.98857,91.02467
HAZROT DOYAL MA RO TELECOM,28.84007,78.75928
M/S JANOSHEBA STORE,23.75752,91.1412
Saimon Store,22.23038,86.74474
KAZI JAKIR GAREJ,23.88793,90.97105
Robin Telecom,23.77919,90.80641
MANOB SABA PHARMACY,23.75752,91.1412
MONIR STORE,23.97318,91.10097
Chadni Computer And Mobile Servicing,23.98857,91.02467
Maa Babar Ashirbad Pharmacy,23.88793,90.97105
Nur Uddin Cloth Store And Bkash,24.03716,91.00752
M/S Yousuf Ali Traders,24.08383,91.11894
Kawser Departmental Store,24.09428,91.12046
Azid Store,22.23038,86.74474
SUFIA ELECTRIC AND PHONE CENTRE,23.97318,91.10097
M/S Molla Confectionary And Fast Food,23.78051,91.12733
Talha Cosmetics,23.75752,91.1412
Bismillah Telecom And Bkash Point,23.88793,90.97105
JOY JERIN VARIETIES STORE,24.17613,91.17424
M/S HAJI DRINGKING STORE,24.08383,91.11894
Jubayed Telecom,24.03127,91.00001
M/S Maa Store,23.78051,91.12733
AMMAJAN CONFECTIONARY COSMETICS,23.7402,90.78352
EVAN MEDICAL HALL,23.88793,90.97105
JOY COMPUTER AND STUDIO,24.17613,91.17424
Maa Babar Doa Varieties Store,23.97318,91.10097
Sakib Telecom,23.75752,91.1412
Hazi General Store,23.75752,91.1412
Nusrat Store,23.83285,91.1805
R S Media,23.77919,90.80641
M/S Sarkar Spetis And Khelaghor,24.08383,91.11894
M/S Tasnim And Tahsin Store,24.17741,91.17524
MONTAZ TELECOM,23.88793,90.97105
Jahidul Islam Fashion,23.83285,91.1805
M/S Khan Baby Collection,23.98857,91.02467
Ismail Store,23.78051,91.12733
M/S RAJDHANI BOSTRALOY,24.08383,91.11894
Subarna Garments And Varieties Store,24.08383,91.11894
Safa Telecom,24.03127,91.00001
Vai Vai Store,23.95716,91.11534
MOBILE SHOP,23.88793,90.97105
AL MADINA LIBRARY,23.77919,90.80641
Jononi Oil Traders,23.78051,91.12733
M/S NAORIN TELECOM,23.77919,90.80641
M/S Jubayer Machinari Store,23.98857,91.02467
MAA ENTERPRISE,23.97318,91.10097
M/S NAZRUL AND BROTHERS,23.75752,91.1412
M S Telecom And Computer,24.17613,91.17424
M/S Al Mamun Store,23.97318,91.10097
Wulaiya Store,23.77919,90.80641
M/S Bismillah Traders,23.78051,91.12733
LOKNATH BOSTRALOY,23.88793,90.97105
M/S Fauzia Tahiya Medical Center,23.97318,91.10097
Fatema Medical Hall,24.17613,91.17424
HELLO BIJOY,23.97318,91.10097
Shah Enterprise,23.98857,91.02467
J K Telecom,24.03127,91.00001
M/S Modina Pharmacy,23.71453,91.13589
Bondhu Cosmetics And Varieties Store,23.75752,91.1412
Jahan Telecom,24.08383,91.11894
M/S Junaid Store,24.17741,91.17524
M/S Anis Store,23.75752,91.1412
B B I Multimedia,23.83285,91.1805
PROTIK CONFECTIONARY,24.08383,91.11894
Minhaz Genelal Traders,24.03127,91.00001
M/S Sadika Telecom,23.77919,90.80641
KHALILOR RAHMAN STORE,23.77919,90.80641
Nomita Telecom,23.75752,91.1412
3G Enterprise,23.98857,91.02467
Ariyan Telecom,23.97318,91.10097
Rajib Store,23.88793,90.97105
M/S Molla Enterprise,23.78051,91.12733
SHAMIM STORE,23.88793,90.97105
Rafsan Telecom,23.95716,91.11534
Sumi Pharmacy,24.08383,91.11894
NAHAR GENERAL STORE,23.98857,91.02467
Khadija Telecom,23.77919,90.80641
Darbar Mechanical O Telecom,23.77919,90.80641
Ma Babar Doa Telecom,24.08383,91.11894
Rubel Store,24.08383,91.11894
AMATULLAH COMPUTER CENTER,23.77919,90.80641
M/S Janony Library And General Store,24.17613,91.17424
Amith Hasan Store,24.08383,91.11894
Tusmi Padukaloy,23.83285,91.1805
M/S MOBILE TELECOM,23.83285,91.1805
Rongtuli Paper And Telecom,23.98857,91.02467
Bismillah Electronics And Telecom Center,23.98857,91.02467
FOUR BROTHERS ENTERPRISE,24.08383,91.11894
Khaja Hotel and Restaurant,23.78051,91.12733
Atiya Store,23.77919,90.80641
Madiha Telecom,23.97318,91.10097
TAMIM TELEPHONE CENTER,23.83285,91.1805
M/S MAIJ BHANDARI TELECOM,23.77919,90.80641
Priti Varieties Store,23.75752,91.1412
TITASH ENTERPRISE,24.03127,91.00001
MAHADIA STORE,23.88793,90.97105
Bismillah Telecom O Bastro Bethan,23.88793,90.97105
M/S Ma Store,23.95716,91.11534
Maa Medical Hall,23.88793,90.97105
Alal Telecom,23.7006,90.77905
Maisha Enterprise,23.77038,91.14395
MIM MOBILE CENTER,24.08383,91.11894
Shahajalal Telecom,23.88793,90.97105
Ikbal Store,24.08383,91.11894
MS RIYAD ENTERPRISE,23.88793,90.97105
M/S Nishat Enterprise,24.03127,91.00001
Media Confectionery,23.98857,91.02467
M/S Nafisa Enterprise,23.82969,90.93359
New Kotha Telecom,23.98857,91.02467
LUCKY STORE,24.03716,91.00752
Taiba Library,24.17613,91.17424
Bhuiyan Varietites Store,23.83285,91.1805
M/S Nahid Enterprise,23.97318,91.10097
Somon General Store,23.75752,91.1412
Asif Confectionary,23.88793,90.97105
M/S Najifa Traders,24.03479,91.00285
M/S Hafej Akther,12.95434,77.59251
Bornil Cosmetics And Shoes Store,23.75752,91.1412
Sania Telecom And Mobile Banking,24.03716,91.00752
M/S Tajul Islam Store,23.77919,90.80641
MAYER DOA TELECOM CENTER,23.88793,90.97105
M/S Nijam Telecom,23.77038,91.14395
BHUIYA TELECOM,23.98857,91.02467
ANIS SUPER STORE,23.88793,90.97105
M/S Hazi Chiddik Traders,23.95716,91.11534
Sumon Telecom,23.88793,90.97105
Elias Store,23.98857,91.02467
Moin Uddin Store,23.75752,91.1412
Easytel,23.95716,91.11534
Siam Enterprise,23.77919,90.80641
SAMER GENERAL STORE,23.97318,91.10097
Sajid Telecom,23.98857,91.02467
Maisha Telecom,24.08383,91.11894
Forhan Phone Center,23.98857,91.02467
KHANDAKER TELECOM,24.03716,91.00752
Jahir Telecom,19.54212,74.44125
Mostakim Store,23.98857,91.02467
Saif Library,23.78051,91.12733
Suman Store,23.88881,90.9685
MAA BABA TELECOM,24.08383,91.11894
M/S KANAK TRADERS,23.88793,90.97105
Safayet Telecom,22.23038,86.74474
Mayer Doa Enterprise,23.77919,90.80641
AB ALEEM TELECOM AND COSMETICS STORE,23.88793,90.97105
CHOWDHURY ENTERPRISE,23.97318,91.10097
Mariya Vearities Store,23.88881,90.9685
Farhad Store,24.08383,91.11894
INSAF TELECOM AND STORE,23.98857,91.02467
Kazi General Store,23.83285,91.1805
Thiyen Store,24.17613,91.17424
Jumman Store,23.87314,91.21062
M/S Safik Enterprise,24.03127,91.00001
Rouf Shahi General Store And Telecom,24.08383,91.11894
Tushi Enterprise,23.97318,91.10097
Mamun Store,23.97318,91.10097
Anamul Telecom,23.98969,91.03425
Jannat Varieties Store,23.88881,90.9685
SHAFIQ STORE,23.60818,91.10693
Hiramoni Telecom,23.83285,91.1805
Mayer Doah Store,23.83285,91.1805
HASHI KHUSHI STORE,24.07467,91.26278
Aiyan Traders,23.77807,90.76998
Abdullah Business Center,23.88793,90.97105
METHILA MEDICAL HALL,23.77919,90.80641
Amir Store,23.83285,91.1805
M/S Golam Hakkani Varieties Store,23.75752,91.1412
M/S Popular Pharmacy,23.88793,90.97105
M/S BENGAL PHARMACY,23.75752,91.1412
Hazi Babul Miah Store,23.88322,90.97046
Adhunik Medicin Corner,23.77919,90.80641
Faysal Store,23.97318,91.10097
M/S Pimon Traders,23.87314,91.21062
Monir Furniture Mart,24.03716,91.00752
Mayer Doa Store,23.97318,91.10097
Arif Telecom,23.97318,91.10097
Taiyeba Store,24.03127,91.00001
MAYER DOYA ENTERPRISE,23.77919,90.80641
FARJANA COMPUTER,24.17613,91.17424
Babul Varieties Store,27.85925,79.74372
Imran High Abu Taher Enterprise,24.19212,91.19567
Mayer Doya Telecom,23.80356,90.83867
Mithila Confectionary And Telecom,23.88793,90.97105
M/S MA ENGINEERING WORKSHOP,23.97318,91.10097
Aklima Cosmetics,23.88793,90.97105
Fahad Varieties Store,23.87314,91.21062
Hasan Tailors,23.88322,90.97046
Ta Sin Homio Hall,23.77919,90.80641
BIKASH TELECOM CENTER,28.33663,77.32388
Ovi Library And Stationery,23.88793,90.97105
Emandi Stationary And Telecom,23.77919,90.80641
Brothers Telecom,25.17463,83.72423
MAA GENERAL STORE,24.03716,91.00752
Mir Varieties Store,23.82969,90.93359
M/S SADIA ENTERPRISE,23.88881,90.9685
Ma Owsudhaloy,23.97318,91.10097
M/S N A ENTERPRISE,23.88793,90.97105
Maa Babar Doya Departmental Store,23.98857,91.02467
M/S Sathi Traders,23.82969,90.93359
Sahim Store,23.77919,90.80641
M/S NAYAN CYCLE STORE,23.98857,91.02467
SIAM VARIETIES STORE,24.08383,91.11894
ROBEL STORE,23.88793,90.97105
Rana Telecom,23.87314,91.21062
Mayer Doa Cosmetics And Shoes,23.88793,90.97105
Nazmul Store,23.97318,91.10097
S B TELECOM,23.77919,90.80641
Jinat Fashion,23.88793,90.97105
Tashbih Mobile Serbice,24.09428,91.12046
BISMILLAH ELECTRONICS AND HARDWARE,24.08383,91.11894
Saif Medical Hall,24.09428,91.12046
M/S RIFAT VARIETIES STORE,23.88793,90.97105
Banglalink Customer Service,24.08383,91.11894
Anid Store,24.03127,91.00001
Shopon Telecom,24.08383,91.11894
Kawsar Veterinary Medical Hall,23.98857,91.02467
Ma Telecom and Verieties Store,24.17613,91.17424
ALAUDDIN TELECOM,23.83285,91.1805
Habib Telecom,23.88793,90.97105
M/S JASHIM TRADERS,23.98857,91.02467
MOHAMMAD ALI CLOTH STORE,23.98857,91.02467
Adiba Pharmacy,23.88793,90.97105
M/S HARUN TELECOM AND VARITIES,24.17613,91.17424
BISMILLAH MEDICINE POINT,21.31582,85.18176
M/S Md Monirozzaman Store,24.08383,91.11894
MOLLA HARWARE AND DIESEL MOBIL BIKRETA CENTER,23.83285,91.1805
MAA BABA DUAH EXCEL MOBILE GARDEN,23.88793,90.97105
Sinthiya Telecom,23.88793,90.97105
Jannat Telecom,23.98857,91.02467
SIKDER TELECOM,23.97318,91.10097
Bismillah Departmental Store,23.98857,91.02467
ASA DIGITAL STUDIO AND VIDEO CENTER,23.98857,91.02467
Mim Confectionery,24.03127,91.00001
TARIN CONFECTIONARY,23.78051,91.12733
Jui And Zuma Su Store,23.77919,90.80641
Al Noor Cosmetics,24.08383,91.11894
Sifat Telecom,23.77919,90.80641
Ripon Telecom,24.08383,91.11894
Dali Telecom,23.98857,91.02467
MOZAHID GIFT CORNER,24.03716,91.00752
M/S Pingky Confectionary,24.09428,91.12046
Jerin Department Store,23.98857,91.02467
M/S Arman Traders,23.88793,90.97105
Tumpa Telecom,24.03716,91.00752
RUBEL ENTERPRISE,23.83285,91.1805
SUJON TELECOM,23.97318,91.10097
Mama Khelaghar,23.83285,91.1805
APON TELECOM,23.98857,91.02467
M/S Shaik Nusrat Enterprise,24.17613,91.17424
New Mobile Zone,23.98857,91.02467
Purnema Tlecom,23.97318,91.10097
PALASH TELECOM,23.97318,91.10097
Maa Pharmacy,24.08383,91.11894
M/S S K MOTSHO KHAMAR,23.97318,91.10097
Jabed Store,23.88793,90.97105
Mobile Point,23.83285,91.1805
Junayed Varieties Store And Bkash Point,23.83772,90.94875
Iqbal Tailars,24.03127,91.00001
SAINIK STORE,23.84309,90.95511
Sorna Digital Studio,24.23209,91.24231
Al Mamun Telecom Center,24.09428,91.12046
Shuvo Store,23.97318,91.10097
MA HAPPY MEDICAL HALL,24.17613,91.17424
New Al Modina Varieties Store,24.03127,91.00001
Ikra Store,23.88793,90.97105
Sadia Enter Prise,24.03716,91.00752
Madina Pharmacy,22.49163,88.40288
ASHA CENTER,24.03127,91.00001
Mukut Telecom,23.98857,91.02467
Al Amin Telecom,23.77919,90.80641
Maa Moni Enterprise,23.88793,90.97105
JAHID TELECOM,24.03127,91.00001
M/S KHAN SONS,23.98857,91.02467
M/S Safiq Store,24.08383,91.11894
Bondhun Business Center,23.88881,90.9685
Universel Telecom,23.83285,91.1805
M/S Kadir Store,23.75752,91.1412
M/S Faysal Store Telecom,24.08383,91.11894
Rahmaniya Poltri Farm,24.17613,91.17424
Sarowar Telecom,23.8287,91.19743
Abudllah Telecom And Confectionery,23.98857,91.02467
Monir Electronics And Telecom,24.17613,91.17424
Jisan Telecom,24.08383,91.11894
Esha Funiture Mat,23.97318,91.10097
B BARIA TELECOM,23.98857,91.02467
M/S MAHIN LIBRARY AND STATIONARY,24.17613,91.17424
Jonopriyo Homio Hall,23.98857,91.02467
SARA COMPUTER AND TELECOM,23.97318,91.10097
Khaza Departmental Store And Library,23.56558,86.40129
Haque Enterprise,24.03815,91.02553
Rubel Telecom,24.08383,91.11894
SREETHI TELECOM CENTER,23.97318,91.10097
SARDER TELECOM,23.75752,91.1412
M/S SOHEL TELECOM,23.98857,91.02467
MONE PHARMACY,23.98857,91.02467
Mon Mohon Cosmetic And Gift Corner,24.17613,91.17424
Mamun Telecom Center,24.09428,91.12046
Jahir Uddin Telecom,23.88881,90.9685
Monir Store,24.03716,91.00752
M/S Maa Traders,23.87314,91.21062
M/S Probashi Traders,23.07694,87.31786
Mahia Moni Store,23.83285,91.1805
Modina Store,23.75752,91.1412
Tofajjal Store,23.75752,91.1412
Sami Phone Center,24.03996,91.00127
Arfa Varieties Store,23.97318,91.10097
Twohid Telecom,24.08383,91.11894
Adorsho Library,24.03716,91.00752
M/S New Sadhana Store,23.98857,91.02467
Chowdhury Telecom,23.75752,91.1412
Mahabi Cosmetics,23.77919,90.80641
KHAN STORE,23.97318,91.10097
AYAN TELECOM,23.97318,91.10097
MOSHARAF TELECOM,23.97318,91.10097
ISHRAT PHONE CENTER,23.83285,91.1805
M/S SUMA STORE,24.03996,91.00127
AL AMIN STORE,23.98969,91.03425
M/S Tofazzal Enterprise,23.77919,90.80641
Bismillah Telecom,24.17613,91.17424
Nishat Telecom,24.08383,91.11894
Maa Telecom And Mobile Servicing,23.88881,90.9685
Pleasant Telecom,23.98857,91.02467
Maa Cosmetics O Gift Corner,23.75752,91.1412
Alif Telecom,24.03716,91.00752
Afzal Store,23.97318,91.10097
Abida Store,23.8287,91.19743
Rubel Store,23.98857,91.02467
Shopno Bilash,24.03127,91.00001
Life Line Varieties Store,23.97318,91.10097
M/S BHAI BHAI STORE,23.75752,91.1412
ADORSHO PANJABI TAILORS,23.77919,90.80641
Mayer Doa Telecom,23.77919,90.80641
Ikra Samim Telecom,23.98857,91.02467
Habib Medicin Corner,23.88793,90.97105
Shapla Maltiparpas Co Oparitive Socity,23.88793,90.97105
Arif Store,22.23038,86.74474
Jyoti Enterprise,23.97318,91.10097
Bismillah Farmecy,24.17613,91.17424
Mayer Dua Mudi Store,23.88793,90.97105
Rakib Computers And Telecom,24.03127,91.00001
ANI PHONE,23.98857,91.02467
Lal Miah Store,23.98857,91.02467
M/S GAWSE PAK STORE,24.08383,91.11894
Khurshed Store,23.83907,90.98098
SALIM STORE,24.17613,91.17424
M/S Brothers Enterprise,24.03127,91.00001
Romjan Telecom,23.97318,91.10097
Habib Store,23.98857,91.02467
HASAN STORE,23.88793,90.97105
Mobarok Store,23.88793,90.97105
M/S Ma Electric And Electronics House,24.03479,91.00285
Meher Enterprise,23.88793,90.97105
MAAER DUA PHARAMACY,23.84309,90.95511
SIPON TELECOM CENTER,24.17613,91.17424
Tamzid Mirza Store,23.83907,90.98098
College Canteen,23.97318,91.10097
Mayer Doah Store,23.84656,91.15749
A HANIF TRADERS,24.08383,91.11894
Mostofa Telecom,23.97318,91.10097
MAA MEDICINE CORNER,24.03996,91.00127
RAHIMA TELECOM AND CONFECTIONARY,24.17613,91.17424
ARJO CLOTH STORE,23.83285,91.1805
M H Telecom,24.03127,91.00001
Sayed Pharmacy,23.75752,91.1412
M/S Jilani Rh Departmental Store,24.03127,91.00001
